"playercode","EventId","iscritto","Year","date_tournament","EventName","EventType","EventCountry","Surface","TotPrizeMoney","Same_Nationality","Rank","ha_pts_def"
z09z,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,258,0
z09z,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,258,0
z09z,7480,1,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,258,0
k0e6,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,325,0
k0e6,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,325,0
k0e6,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,325,0
k0hc,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,310,1
k0hc,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,288,0
k0hc,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,310,1
k0hc,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,288,0
a0cj,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,182,1
a0cj,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,182,1
n679,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,412,0
n679,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,412,0
ke17,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,35,0
ke17,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,35,0
ke17,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,35,0
ta46,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,296,0
ta46,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,296,0
bk40,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,34,1
bk40,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,34,1
h0du,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,439,0
h0du,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,252,0
h0du,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,439,0
h0du,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,252,0
h0du,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,439,0
b0ej,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,288,0
b0ej,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,288,0
b0ej,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,288,0
sm09,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,316,1
sm09,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,316,1
d0dt,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,434,1
d0dt,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,434,1
hd68,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,372,1
hd68,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,372,1
hd68,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,309,1
hd68,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,372,1
hd68,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,309,1
hd68,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,309,1
r0go,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,601,0
r0go,496,0,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,601,0
r0go,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,601,0
w0bh,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,458,0
w0bh,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,458,0
dg80,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,601,0
dg80,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,601,0
d0dp,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,585,0
d0dp,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,487,0
d0dp,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,585,0
d0dp,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,585,0
d0dp,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,487,0
mw02,8994,1,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,80,0
mw02,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,80,0
mc65,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,323,0
mc65,418,1,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,323,0
mc65,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,323,0
g628,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,49,0
g628,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,49,0
g628,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,49,0
y268,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,59,0
y268,495,1,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,59,0
y268,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,59,0
gd64,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,106,0
gd64,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,106,0
gd64,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,91,0
bg23,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,325,0
bg23,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,325,0
bg23,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,325,0
da81,7581,1,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,95,0
da81,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,95,0
s0s1,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,37,0
s0s1,425,1,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,37,0
s0s1,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,37,0
tb69,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,99,0
tb69,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,90,0
tb69,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,99,0
tb69,8996,1,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,99,0
tb69,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,90,0
kb95,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,84,0
kb95,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,71,0
kb95,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,84,0
kb95,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,71,0
kb95,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,71,0
kb95,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,84,0
v708,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,300,0
v708,9164,1,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,300,0
v942,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,575,0
v942,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,575,0
bt72,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,76,0
bt72,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,76,0
t0ap,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,124,0
t0ap,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,124,0
t0ap,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,124,0
wb32,500,1,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,59,0
wb32,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,59,0
k09f,500,1,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,113,0
k09f,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,113,0
p0ct,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,156,0
p0ct,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,156,0
p0ct,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,156,0
a596,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,504,0
a596,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,504,0
a596,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,504,0
so20,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,166,0
so20,311,1,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,166,0
kc04,316,1,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,159,0
kc04,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,159,0
kc04,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,159,0
aa27,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,197,0
gh92,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,111,0
gh92,741,1,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,111,0
wb08,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,78,0
wb08,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,78,0
m0jz,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,140,0
m0jz,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,140,0
bo10,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,147,0
mp20,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,82,0
mp20,6242,1,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,85,0
mp20,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,82,0
p09o,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,121,0
p09o,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,121,0
h0bh,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,113,0
h0bh,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,113,0
mw75,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,144,0
mw75,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,144,0
ph78,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,265,1
ph78,311,1,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,265,1
rc04,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,187,1
rc04,496,1,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,187,1
rc04,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,187,1
bu54,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,171,0
bu54,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,171,0
bu54,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,171,0
c0e9,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,149,1
c0e9,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,149,1
l949,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,202,1
l949,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,202,1
l949,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,202,1
v0am,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,169,0
v0am,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,124,0
v0am,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,169,0
v0am,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,169,0
v0am,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,124,0
mj98,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,484,1
fa43,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,262,1
fa43,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,262,1
n0am,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,184,0
n0am,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,184,0
n0am,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,1,184,0
ph64,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,232,1
ph64,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,232,1
w857,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,184,0
w857,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,184,0
k0dp,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,180,1
k0dp,425,1,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,180,1
k0dp,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,180,1
k926,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,229,1
k926,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,229,1
k926,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,229,1
a0ab,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,213,1
a0ab,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,213,1
a0ab,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,213,1
rh59,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,252,0
rh59,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,252,0
rh59,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,252,0
o513,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,59,1
o513,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,59,1
bv24,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,147,0
bv24,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,147,0
bv24,439,1,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,147,0
kc29,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,322,0
kc29,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,322,0
kc29,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,322,0
u120,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,154,1
u120,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,154,1
u120,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,240,0
h0a4,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,212,1
h0a4,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,212,1
h0a4,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,212,1
tc01,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,246,0
tc01,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,246,0
h09f,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,226,1
h09f,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,226,1
h09f,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,226,1
ta29,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,229,0
ta29,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,229,0
t0a1,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,137,0
t0a1,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,137,0
t0a1,314,1,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,137,0
e873,807,1,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,1,366,0
e873,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,366,0
e873,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,366,0
j553,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,265,0
j553,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,265,0
j553,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,265,0
i0a7,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,203,1
i0a7,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,203,1
i0a7,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,203,1
bs86,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,197,0
bs86,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,197,0
bs86,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,197,0
e698,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,339,0
e698,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,339,0
e698,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,339,0
ch05,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,213,0
ch05,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,213,0
ch05,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,213,0
hg86,8994,1,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,298,0
hg86,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,141,0
hg86,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,141,0
hg86,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,298,0
hg86,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,141,0
f840,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,217,0
f840,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,217,0
ge28,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,162,0
n0bs,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,164,0
n0bs,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,164,0
n0bs,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,164,0
ld22,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,284,1
ld22,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,284,1
z09d,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,270,0
z09d,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,270,0
kh56,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,175,0
kh56,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,175,0
ch12,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,177,0
ch12,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,177,0
s0ia,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,229,1
s0ia,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,229,1
gg65,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,262,0
gg65,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,262,0
m0jf,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,193,1
m0jf,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,193,1
m0jf,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,193,1
m0g4,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,191,0
m0g4,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,191,0
cg07,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,259,0
cg07,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,259,0
cg07,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,259,0
m0aw,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,275,1
m0aw,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,269,0
m0aw,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,275,1
m0aw,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,269,0
m0aw,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,269,0
m0aw,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,275,1
lb07,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,384,0
lb07,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,430,0
lb07,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,384,0
sl08,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,214,0
sl08,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,241,0
sl08,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,1,214,0
sl08,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,241,0
sl08,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,214,0
sl08,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,241,0
g0ao,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,381,0
g0ao,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,381,0
g0ao,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,352,0
g0ao,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,352,0
g0ao,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,381,0
s0gz,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,283,1
s0gz,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,283,1
s0gz,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,283,1
rb60,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,267,0
rb60,7694,1,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,310,1
rb60,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,310,1
rb60,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,267,0
c882,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,601,0
c882,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,601,0
df88,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,286,0
df88,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,286,0
df88,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,286,0
c0jp,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,249,0
c0jp,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,249,0
c0jp,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,249,0
d985,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,601,0
d985,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,601,0
y171,316,1,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,328,0
y171,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,328,0
y171,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,328,0
m0ea,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,366,1
m0ea,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,366,1
m0ea,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,366,1
ce25,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,312,1
ce25,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,312,1
ce25,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,312,1
n0cs,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,245,0
n0cs,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,245,0
n0cs,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,234,1
n0cs,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,234,1
n0cs,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,245,0
n0cs,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,234,1
a0gc,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,149,1
a0gc,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,137,1
a0gc,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,137,1
a0gc,9164,1,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,149,1
sg56,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,418,0
sg56,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,418,0
v821,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,497,0
v821,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,497,0
v821,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,497,0
rc91,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,83,0
